"","X","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","assign","date"
"4092",4092,0,0,1,0,0,0,0,0,1,1,"after",2022-03-09
"4093",4093,0,0,0,2,0,0,0,2,1,1,"after",2022-03-09
"4094",4094,0,0,0,0,0,0,0,1,0,1,"after",2022-03-09
"4095",4095,0,0,0,2,0,1,0,0,2,2,"after",2022-03-09
"4096",4096,0,1,0,0,1,0,1,0,0,4,"after",2022-03-09
"4097",4097,0,1,0,0,2,0,1,2,0,2,"after",2022-03-09
"4098",4098,0,0,0,0,2,0,0,1,0,3,"after",2022-03-09
"4099",4099,0,0,0,0,0,0,0,0,0,0,"after",2022-03-09
"4100",4100,3,1,2,2,1,1,0,1,4,3,"after",2022-03-09
"4101",4101,0,1,0,0,0,0,0,3,0,3,"after",2022-03-09
"4102",4102,0,0,0,0,0,0,0,0,0,0,"after",2022-03-09
"4103",4103,1,0,1,1,1,0,1,3,1,3,"after",2022-03-09
"4104",4104,0,0,0,0,0,0,0,0,0,3,"after",2022-03-09
"4105",4105,0,0,0,0,0,0,1,0,0,1,"after",2022-03-08
"4106",4106,2,2,0,0,3,1,2,3,1,3,"after",2022-03-08
"4107",4107,0,0,0,0,0,0,0,0,0,0,"after",2022-03-08
"4108",4108,0,0,0,0,0,0,0,0,0,0,"after",2022-03-08
"4109",4109,0,1,0,0,1,0,0,2,0,3,"after",2022-03-08
"4110",4110,1,0,0,1,0,0,0,1,1,0,"after",2022-03-08
"4111",4111,0,1,0,1,0,1,0,0,2,0,"after",2022-03-08
"4112",4112,0,0,0,0,1,0,0,0,0,1,"after",2022-03-08
"4113",4113,1,1,0,0,1,0,0,2,0,1,"after",2022-03-08
"4114",4114,0,0,0,0,0,0,0,3,0,1,"after",2022-03-08
"4115",4115,0,0,0,0,0,1,0,2,2,1,"after",2022-03-08
"4116",4116,1,1,0,0,1,1,1,3,1,1,"after",2022-03-08
"4117",4117,1,0,1,1,0,0,0,1,1,2,"after",2022-03-08
"4118",4118,1,0,1,2,0,1,0,1,2,3,"after",2022-03-08
"4119",4119,0,0,0,0,0,0,0,0,0,0,"after",2022-03-08
"4120",4120,2,3,2,4,3,0,2,4,2,4,"after",2022-03-08
"4121",4121,0,0,0,2,0,0,0,0,1,0,"after",2022-03-08
"4122",4122,1,0,1,1,0,0,0,0,1,0,"after",2022-03-08
"4123",4123,0,1,0,0,0,0,0,1,0,1,"after",2022-03-08
"4124",4124,0,0,0,0,0,0,0,0,0,1,"after",2022-03-08
"4125",4125,0,1,0,0,1,0,0,1,0,2,"after",2022-03-08
"4126",4126,0,0,0,0,0,0,0,0,0,0,"after",2022-03-08
"4127",4127,0,0,0,1,0,1,1,1,2,2,"after",2022-03-08
"4128",4128,0,1,0,0,1,0,1,2,0,2,"after",2022-03-07
"4129",4129,0,1,0,0,0,0,0,1,0,1,"after",2022-03-07
"4130",4130,1,1,0,0,1,1,1,1,2,1,"after",2022-03-07
"4131",4131,2,1,0,0,2,1,2,1,3,1,"after",2022-03-07
"4132",4132,0,0,0,0,0,0,0,0,1,0,"after",2022-03-07
"4133",4133,0,1,0,0,1,0,1,0,0,2,"after",2022-03-07
"4134",4134,0,0,1,1,1,1,0,2,3,3,"after",2022-03-07
"4135",4135,0,1,1,0,1,1,1,1,1,1,"after",2022-03-07
"4136",4136,0,0,0,0,0,0,0,0,0,1,"after",2022-03-07
"4137",4137,1,3,0,0,3,1,3,4,2,4,"after",2022-03-07
"4138",4138,3,0,1,3,0,2,0,1,3,1,"after",2022-03-07
"4139",4139,0,2,0,0,0,0,0,1,0,0,"after",2022-03-07
"4140",4140,1,0,0,0,0,1,0,0,1,0,"after",2022-03-07
"4141",4141,0,1,0,0,1,0,1,0,0,1,"after",2022-03-07
"4142",4142,0,0,0,0,0,0,0,1,1,0,"after",2022-03-07
"4143",4143,1,0,1,1,0,1,1,0,1,1,"after",2022-03-07
"4144",4144,0,0,0,0,0,0,0,1,0,0,"after",2022-03-07
"4145",4145,0,2,0,0,2,0,1,3,0,3,"after",2022-03-07
"4146",4146,0,1,0,1,1,0,0,0,1,1,"after",2022-03-07
"4147",4147,0,0,0,0,0,0,0,0,1,0,"after",2022-03-07
"4148",4148,1,0,0,1,1,0,0,2,1,1,"after",2022-03-07
"4149",4149,0,0,0,1,0,0,0,0,1,0,"after",2022-03-07
"4150",4150,0,0,0,0,0,0,0,0,0,1,"after",2022-03-07
"4151",4151,1,3,0,0,3,0,2,3,0,5,"after",2022-03-06
"4152",4152,0,0,0,0,0,0,0,1,0,2,"after",2022-03-06
"4153",4153,1,3,1,3,1,2,0,1,2,4,"after",2022-03-06
"4154",4154,0,3,0,0,6,0,1,4,0,7,"after",2022-03-06
"4155",4155,0,2,0,0,5,0,1,5,0,6,"after",2022-03-06
"4156",4156,0,1,0,0,1,0,1,0,0,1,"after",2022-03-06
"4157",4157,1,1,1,1,1,2,0,1,2,1,"after",2022-03-06
"4158",4158,1,0,1,2,1,2,0,1,2,3,"after",2022-03-06
"4159",4159,1,0,0,2,2,1,0,2,3,3,"after",2022-03-06
"4160",4160,1,3,0,1,2,1,2,3,1,4,"after",2022-03-06
"4161",4161,0,0,0,0,0,0,0,2,0,2,"after",2022-03-06
"4162",4162,2,1,0,0,2,1,1,4,1,5,"after",2022-03-06
"4163",4163,0,3,0,1,4,0,2,3,0,4,"after",2022-03-06
"4164",4164,0,0,0,0,0,0,0,1,0,2,"after",2022-03-06
"4165",4165,1,1,0,0,1,1,1,1,1,1,"after",2022-03-06
"4166",4166,0,0,0,0,0,0,0,0,0,0,"after",2022-03-06
"4167",4167,1,1,1,1,0,1,0,0,2,2,"after",2022-03-06
"4168",4168,0,0,1,0,0,0,0,1,1,1,"after",2022-03-06
"4169",4169,0,1,0,0,0,0,1,1,0,1,"after",2022-03-06
"4170",4170,0,1,0,0,0,0,0,0,0,0,"after",2022-03-05
"4171",4171,0,0,0,1,0,1,0,0,0,0,"after",2022-03-05
"4172",4172,1,0,0,1,0,1,0,0,3,0,"after",2022-03-05
"4173",4173,0,1,0,0,1,0,0,1,0,1,"after",2022-03-05
"4174",4174,0,1,0,0,1,0,1,1,0,1,"after",2022-03-05
"4175",4175,0,0,0,0,1,0,0,1,0,1,"after",2022-03-05
"4176",4176,0,0,0,0,0,0,0,4,1,4,"after",2022-03-05
"4177",4177,0,3,0,0,2,0,1,3,0,4,"after",2022-03-05
"4178",4178,0,1,0,0,1,0,2,1,0,1,"after",2022-03-05
"4179",4179,3,3,2,3,1,2,0,4,5,3,"after",2022-03-05
"4180",4180,0,0,0,0,0,0,0,0,0,0,"after",2022-03-05
"4181",4181,0,1,0,0,1,1,0,3,1,3,"after",2022-03-05
"4182",4182,0,1,0,0,1,0,0,3,0,3,"after",2022-03-05
"4183",4183,0,0,0,0,0,1,0,1,1,3,"after",2022-03-05
"4184",4184,1,0,1,1,0,1,1,0,2,1,"after",2022-03-05
"4185",4185,1,1,0,0,1,2,1,1,2,1,"after",2022-03-05
"4186",4186,3,2,1,0,3,1,1,3,3,4,"after",2022-03-04
"4187",4187,0,0,0,0,0,0,0,0,0,1,"after",2022-03-04
"4188",4188,0,0,0,0,1,0,0,1,0,1,"after",2022-03-04
"4189",4189,0,0,0,2,0,1,1,0,2,0,"after",2022-03-04
"4190",4190,0,0,0,0,0,0,0,1,0,3,"after",2022-03-04
"4191",4191,1,1,0,0,1,1,2,1,1,3,"after",2022-03-04
"4192",4192,0,1,0,0,0,0,0,1,0,3,"after",2022-03-04
"4193",4193,0,0,0,0,0,0,0,1,0,1,"after",2022-03-04
"4194",4194,0,0,0,0,0,0,0,3,0,1,"after",2022-03-04
"4195",4195,0,0,0,0,0,0,0,0,0,2,"after",2022-03-04
"4196",4196,1,0,1,0,0,0,0,0,3,0,"after",2022-03-04
"4197",4197,0,1,0,0,0,0,0,1,0,1,"after",2022-03-04
"4198",4198,1,0,1,2,0,1,0,1,2,3,"after",2022-03-04
"4199",4199,0,2,0,2,0,1,1,0,3,0,"after",2022-03-04
"4200",4200,0,0,0,0,0,1,0,2,2,3,"after",2022-03-04
"4201",4201,0,0,0,0,1,0,0,1,1,1,"after",2022-03-04
"4202",4202,0,1,0,1,1,0,0,2,1,2,"after",2022-03-04
"4203",4203,0,1,0,1,0,0,0,0,2,1,"after",2022-03-03
"4204",4204,0,0,1,2,0,1,0,0,1,1,"after",2022-03-03
"4205",4205,4,2,3,4,0,2,1,0,4,0,"after",2022-03-03
"4206",4206,2,0,2,1,1,0,0,1,4,2,"after",2022-03-03
"4207",4207,1,1,0,0,1,0,1,2,0,2,"after",2022-03-03
"4208",4208,0,1,0,0,0,1,0,0,1,2,"after",2022-03-03
"4209",4209,0,0,0,0,0,2,0,1,3,1,"after",2022-03-03
"4210",4210,1,2,0,0,1,1,1,1,1,1,"after",2022-03-03
"4211",4211,1,0,0,2,1,1,0,2,2,2,"after",2022-03-03
"4212",4212,0,0,0,0,0,0,0,0,0,0,"after",2022-03-03
"4213",4213,1,1,0,0,1,1,1,2,1,2,"after",2022-03-03
"4214",4214,0,0,0,0,0,0,0,0,0,0,"after",2022-03-03
"4215",4215,2,1,2,1,0,2,0,0,4,0,"after",2022-03-03
"4216",4216,1,1,0,0,0,1,0,0,1,0,"after",2022-03-03
"4217",4217,0,0,0,0,0,0,0,0,0,0,"after",2022-03-03
"4218",4218,1,2,0,0,1,1,2,1,3,3,"after",2022-03-03
"4219",4219,0,0,0,0,0,0,0,0,0,0,"after",2022-03-02
"4220",4220,1,1,1,0,1,1,1,1,3,4,"after",2022-03-02
"4221",4221,1,0,0,0,0,0,0,0,1,0,"after",2022-03-02
"4222",4222,2,0,1,1,1,2,0,1,2,2,"after",2022-03-02
"4223",4223,1,2,1,1,1,0,1,2,1,1,"after",2022-03-02
"4224",4224,0,0,0,0,1,1,0,1,1,3,"after",2022-03-02
"4225",4225,1,1,0,1,1,1,0,0,3,2,"after",2022-03-02
"4226",4226,0,0,0,1,0,1,0,0,2,0,"after",2022-03-02
"4227",4227,2,1,1,3,0,1,1,0,3,0,"after",2022-03-02
"4228",4228,1,0,0,0,0,0,0,0,1,1,"after",2022-03-02
"4229",4229,0,0,0,0,0,0,0,2,0,1,"after",2022-03-02
"4230",4230,0,0,0,0,0,0,0,0,0,0,"after",2022-03-02
"4231",4231,0,0,0,0,1,1,0,3,3,2,"after",2022-03-02
"4232",4232,0,0,0,0,0,0,0,0,0,0,"after",2022-03-02
"4233",4233,2,0,2,0,0,0,0,0,3,3,"after",2022-03-02
"4234",4234,0,0,0,0,0,0,0,0,0,0,"after",2022-03-02
"4235",4235,0,1,0,1,1,1,1,3,2,2,"after",2022-03-02
"4236",4236,0,0,0,0,0,0,0,0,0,0,"after",2022-03-02
"4237",4237,0,2,0,0,1,0,0,1,0,1,"after",2022-03-02
"4238",4238,0,1,0,1,0,0,0,2,0,2,"after",2022-03-01
"4239",4239,3,0,2,2,0,2,0,3,2,3,"after",2022-03-01
"4240",4240,0,2,0,1,0,0,0,1,0,1,"after",2022-03-01
"4241",4241,2,3,3,2,0,3,0,2,5,3,"after",2022-03-01
"4242",4242,0,0,0,1,0,0,0,1,2,2,"after",2022-03-01
"4243",4243,1,1,0,1,0,0,0,3,1,3,"after",2022-03-01
"4244",4244,1,0,0,1,0,0,0,0,2,1,"after",2022-03-01
"4245",4245,2,0,0,0,0,0,0,1,1,0,"after",2022-03-01
"4246",4246,1,0,1,1,0,1,0,0,1,0,"after",2022-03-01
"4247",4247,2,1,0,0,1,1,1,2,2,3,"after",2022-03-01
"4248",4248,0,0,0,0,0,0,0,3,1,1,"after",2022-03-01
"4249",4249,0,0,0,2,0,2,0,0,3,0,"after",2022-03-01
"4250",4250,1,1,0,0,1,1,1,1,2,1,"after",2022-03-01
"4251",4251,0,0,0,0,0,0,0,0,0,0,"after",2022-03-01
"4252",4252,0,0,1,0,1,0,0,2,4,2,"after",2022-03-01
"4253",4253,1,0,1,1,0,1,1,2,2,2,"after",2022-03-01
"4254",4254,0,0,0,0,0,0,0,0,0,0,"after",2022-02-28
"4255",4255,0,2,1,0,1,0,1,2,0,1,"after",2022-02-28
"4256",4256,1,0,1,1,0,2,0,1,4,1,"after",2022-02-28
"4257",4257,1,2,0,2,1,1,0,1,2,2,"after",2022-02-28
"4258",4258,0,0,0,2,0,0,0,2,1,2,"after",2022-02-28
"4259",4259,2,0,1,1,0,1,1,1,2,1,"after",2022-02-28
"4260",4260,2,1,1,3,0,1,0,2,2,3,"after",2022-02-28
"4261",4261,1,1,1,1,0,1,0,0,2,0,"after",2022-02-28
"4262",4262,1,1,0,2,0,1,0,1,3,3,"after",2022-02-28
"4263",4263,1,2,1,2,0,2,1,3,5,3,"after",2022-02-28
"4264",4264,0,0,0,0,0,0,0,1,1,2,"after",2022-02-28
"4265",4265,0,0,1,1,0,0,0,3,2,2,"after",2022-02-28
"4266",4266,0,0,0,0,0,0,0,0,1,2,"after",2022-02-28
"4267",4267,1,0,1,3,0,2,0,0,2,0,"after",2022-02-28
"4268",4268,2,1,0,1,1,2,2,2,2,2,"after",2022-02-27
"4269",4269,2,3,2,2,2,3,3,2,3,6,"after",2022-02-27
"4270",4270,0,3,0,1,1,0,0,3,1,2,"after",2022-02-27
"4271",4271,1,3,0,0,2,1,1,2,1,3,"after",2022-02-27
"4272",4272,0,0,0,0,0,0,0,0,0,0,"after",2022-02-27
"4273",4273,0,0,0,0,0,0,0,0,1,0,"after",2022-02-27
"4274",4274,1,0,0,0,0,1,0,1,2,2,"after",2022-02-27
"4275",4275,0,0,0,1,0,1,0,0,1,0,"after",2022-02-27
"4276",4276,0,0,0,0,0,0,0,0,0,0,"after",2022-02-27
"4277",4277,2,1,2,2,1,2,3,3,3,2,"after",2022-02-27
"4278",4278,0,0,0,0,0,0,0,0,0,2,"after",2022-02-27
"4279",4279,1,0,0,0,0,0,0,0,1,0,"after",2022-02-27
"4280",4280,0,0,0,0,0,0,0,0,0,1,"after",2022-02-27
"4281",4281,0,1,0,0,0,0,0,0,0,0,"after",2022-02-27
"4282",4282,0,0,0,0,0,0,0,0,0,0,"after",2022-02-27
"4283",4283,0,2,0,1,2,0,2,1,1,4,"after",2022-02-27
"4284",4284,1,3,1,2,2,1,1,1,1,4,"after",2022-02-27
"4285",4285,0,0,0,0,0,0,0,0,0,0,"after",2022-02-27
"4286",4286,0,0,0,0,0,0,0,1,0,1,"after",2022-02-27
"4287",4287,0,0,0,0,0,0,0,2,0,2,"after",2022-02-27
"4288",4288,0,0,1,1,0,1,0,1,1,1,"after",2022-02-27
"4289",4289,0,1,0,0,1,0,1,2,0,3,"after",2022-02-27
"4290",4290,0,0,1,1,0,1,0,0,1,1,"after",2022-02-27
"4291",4291,1,0,1,1,0,1,0,0,1,0,"after",2022-02-27
"4292",4292,1,1,1,0,1,0,1,1,1,2,"after",2022-02-27
"4293",4293,0,1,1,1,1,1,1,3,2,4,"after",2022-02-27
"4294",4294,0,0,0,0,0,0,0,1,0,3,"after",2022-02-27
"4295",4295,0,0,1,0,0,0,0,0,1,0,"after",2022-02-27
"4296",4296,0,0,0,0,0,0,0,0,0,1,"after",2022-02-27
"4297",4297,0,0,0,0,0,0,0,0,0,0,"after",2022-02-27
"4298",4298,1,1,0,0,1,1,1,1,1,2,"after",2022-02-27
"4299",4299,1,0,1,1,0,0,0,0,1,2,"after",2022-02-27
"4300",4300,0,0,0,0,0,0,0,2,0,2,"after",2022-02-27
"4301",4301,0,0,0,0,0,0,0,1,1,1,"after",2022-02-27
"4302",4302,0,0,0,0,0,0,0,1,0,2,"after",2022-02-27
"4303",4303,2,1,0,1,0,1,0,2,2,1,"after",2022-02-27
"4304",4304,0,1,0,0,0,1,0,0,1,0,"after",2022-02-26
"4305",4305,1,1,1,1,2,0,0,1,0,2,"after",2022-02-26
"4306",4306,0,1,0,0,1,0,1,1,0,1,"after",2022-02-26
"4307",4307,0,0,0,0,0,0,0,1,1,0,"after",2022-02-26
"4308",4308,0,0,0,1,0,0,0,0,2,0,"after",2022-02-26
"4309",4309,1,3,0,1,2,1,2,5,3,5,"after",2022-02-26
"4310",4310,0,0,0,0,0,0,0,0,0,0,"after",2022-02-26
"4311",4311,1,0,1,1,1,2,0,1,2,3,"after",2022-02-26
"4312",4312,0,0,0,0,0,0,0,2,0,3,"after",2022-02-26
"4313",4313,0,0,0,1,0,1,0,0,1,1,"after",2022-02-26
"4314",4314,0,0,0,1,0,1,0,1,1,0,"after",2022-02-26
"4315",4315,0,0,0,1,0,1,0,1,1,1,"after",2022-02-26
"4316",4316,0,0,0,0,0,0,0,0,0,0,"after",2022-02-26
"4317",4317,1,0,1,1,0,1,0,2,2,2,"after",2022-02-26
"4318",4318,0,0,1,1,0,1,0,0,1,0,"after",2022-02-26
"4319",4319,1,0,1,2,0,2,0,0,2,1,"after",2022-02-26
"4320",4320,0,0,0,0,0,0,0,0,0,0,"after",2022-02-26
"4321",4321,0,0,1,1,0,1,0,0,1,0,"after",2022-02-26
"4322",4322,0,0,0,0,0,0,0,0,0,1,"after",2022-02-26
"4323",4323,0,0,1,1,0,1,0,0,1,0,"after",2022-02-26
"4324",4324,0,0,0,0,0,0,0,0,0,0,"after",2022-02-26
"4325",4325,1,0,1,1,1,1,0,2,1,2,"after",2022-02-26
"4326",4326,1,0,1,2,0,1,0,1,2,1,"after",2022-02-26
"4327",4327,0,0,0,0,0,0,0,0,0,0,"after",2022-02-26
"4328",4328,0,0,0,0,0,0,0,0,0,0,"after",2022-02-26
"4329",4329,1,2,1,1,2,0,2,2,3,3,"after",2022-02-26
"4330",4330,0,1,0,0,1,0,1,1,0,1,"after",2022-02-26
"4331",4331,1,3,0,0,2,1,0,5,1,4,"after",2022-02-26
"4332",4332,0,0,0,0,0,1,0,0,2,1,"after",2022-02-26
"4333",4333,0,0,0,0,0,0,0,2,1,0,"after",2022-02-26
"4334",4334,0,0,0,0,0,0,0,0,0,0,"after",2022-02-26
"4335",4335,3,2,2,2,1,2,0,0,4,2,"after",2022-02-25
"4336",4336,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4337",4337,1,1,1,1,1,1,1,1,1,1,"after",2022-02-25
"4338",4338,0,1,0,0,1,0,0,1,0,1,"after",2022-02-25
"4339",4339,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4340",4340,0,0,0,2,2,0,0,2,1,2,"after",2022-02-25
"4341",4341,0,2,0,1,1,1,0,1,1,2,"after",2022-02-25
"4342",4342,1,0,0,2,0,3,0,2,4,2,"after",2022-02-25
"4343",4343,1,0,1,0,0,0,0,0,1,0,"after",2022-02-25
"4344",4344,1,0,1,0,0,0,0,0,1,0,"after",2022-02-25
"4345",4345,0,0,0,0,0,0,0,1,0,2,"after",2022-02-25
"4346",4346,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4347",4347,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4348",4348,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4349",4349,1,1,0,1,0,1,1,0,1,1,"after",2022-02-25
"4350",4350,0,0,0,0,0,0,0,0,1,0,"after",2022-02-25
"4351",4351,2,0,1,1,0,0,0,0,2,1,"after",2022-02-25
"4352",4352,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4353",4353,0,1,0,0,1,0,1,1,0,1,"after",2022-02-25
"4354",4354,1,3,0,1,2,1,1,2,1,4,"after",2022-02-25
"4355",4355,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4356",4356,0,0,1,0,0,0,0,0,1,0,"after",2022-02-25
"4357",4357,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4358",4358,0,1,0,1,1,0,1,3,1,3,"after",2022-02-25
"4359",4359,0,0,0,1,1,1,0,4,2,4,"after",2022-02-25
"4360",4360,3,1,1,3,1,3,2,3,3,2,"after",2022-02-25
"4361",4361,5,0,1,2,0,1,2,0,4,1,"after",2022-02-25
"4362",4362,0,0,0,0,0,0,0,1,0,1,"after",2022-02-25
"4363",4363,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4364",4364,1,0,1,0,0,0,0,1,2,1,"after",2022-02-25
"4365",4365,0,1,0,1,1,0,0,1,0,1,"after",2022-02-25
"4366",4366,1,1,1,1,1,1,1,2,1,2,"after",2022-02-25
"4367",4367,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4368",4368,0,0,0,0,0,0,0,1,0,1,"after",2022-02-25
"4369",4369,0,0,0,0,0,0,0,2,0,1,"after",2022-02-25
"4370",4370,0,0,0,1,1,0,1,1,1,1,"after",2022-02-25
"4371",4371,0,1,0,0,0,0,0,1,0,0,"after",2022-02-25
"4372",4372,0,0,0,0,0,0,0,0,0,0,"after",2022-02-25
"4373",4373,1,1,0,2,0,0,1,0,1,1,"after",2022-02-25
"4374",4374,0,0,0,0,0,0,0,0,0,2,"after",2022-02-25
"4375",4375,1,0,0,0,0,0,0,1,0,0,"after",2022-02-25
"4376",4376,2,2,1,5,2,3,0,2,5,3,"after",2022-02-25
"4377",4377,0,0,0,0,0,0,0,0,1,0,"after",2022-02-25
"4378",4378,2,2,1,2,0,2,1,1,2,3,"after",2022-02-25
"4379",4379,0,0,0,0,0,0,0,0,0,0,"after",2022-02-24
"4380",4380,1,0,1,1,0,1,1,0,1,0,"after",2022-02-24
"4381",4381,1,1,1,1,0,1,0,3,2,6,"after",2022-02-24
"4382",4382,4,0,2,2,0,2,4,3,3,1,"after",2022-02-24
"4383",4383,0,0,0,0,0,0,0,0,0,0,"after",2022-02-24
"4384",4384,0,1,0,0,0,0,0,1,1,1,"after",2022-02-24
"4385",4385,2,2,1,2,1,2,1,4,2,6,"after",2022-02-24
"4386",4386,1,2,1,1,1,1,0,0,3,4,"after",2022-02-24
"4387",4387,0,0,0,0,0,0,1,0,0,1,"after",2022-02-24
"4388",4388,0,2,0,0,0,0,0,0,0,0,"after",2022-02-24
"4389",4389,1,0,0,0,0,0,1,1,0,1,"after",2022-02-24
"4390",4390,0,0,0,0,0,0,0,0,0,0,"after",2022-02-24
"4391",4391,0,0,0,0,0,0,0,0,0,1,"after",2022-02-24
"4392",4392,0,1,0,0,1,0,1,1,0,1,"after",2022-02-24
"4393",4393,0,0,0,0,0,0,0,0,0,0,"after",2022-02-24
"4394",4394,1,0,1,1,0,0,0,0,1,0,"after",2022-02-24
"4395",4395,1,1,0,0,1,0,2,1,0,1,"after",2022-02-24
"4396",4396,1,1,0,1,1,1,0,2,2,1,"after",2022-02-24
"4397",4397,1,1,0,1,1,1,0,1,1,1,"after",2022-02-24
"4398",4398,2,2,1,2,1,4,1,3,5,3,"after",2022-02-24
"4399",4399,0,0,0,0,0,0,0,1,0,2,"after",2022-02-24
"4400",4400,0,0,0,0,0,0,0,1,1,4,"after",2022-02-24
"4401",4401,0,1,0,0,0,0,0,1,0,1,"after",2022-02-24
"4402",4402,0,1,0,0,0,0,0,2,0,4,"after",2022-02-24
"4403",4403,0,0,0,0,0,1,0,0,1,0,"after",2022-02-24
"4404",4404,0,0,0,0,0,0,0,1,0,2,"after",2022-02-24
"4405",4405,0,1,0,0,1,0,0,1,0,1,"after",2022-02-24
"4406",4406,0,1,0,0,0,0,0,1,1,3,"after",2022-02-24
"4407",4407,0,2,0,0,1,0,0,1,1,3,"after",2022-02-24
"4408",4408,0,0,0,0,0,0,0,0,0,1,"after",2022-02-24
"4409",4409,1,1,1,1,0,0,0,2,1,5,"after",2022-02-24
"4410",4410,0,1,0,0,0,0,0,1,0,1,"after",2022-02-24
"4411",4411,1,0,1,0,0,0,0,1,1,1,"after",2022-02-24
"4412",4412,0,0,0,0,0,0,0,1,0,1,"after",2022-02-24
"4413",4413,0,1,0,0,1,0,1,1,0,1,"after",2022-02-24
"4414",4414,0,1,0,1,0,0,0,3,4,3,"after",2022-02-24
"4415",4415,1,1,0,1,0,0,1,1,1,1,"after",2022-02-24
"4416",4416,1,0,0,0,0,0,1,1,1,1,"after",2022-02-24
"4417",4417,1,1,0,2,1,2,1,2,3,3,"after",2022-02-24
"4418",4418,0,0,0,0,0,1,0,1,1,0,"after",2022-02-24
"4419",4419,1,2,0,0,1,1,1,4,1,3,"after",2022-02-24
"4420",4420,0,0,0,0,0,0,0,0,1,1,"after",2022-02-24
"4421",4421,1,1,0,1,0,0,0,0,0,1,"after",2022-02-24
"4422",4422,1,1,1,1,1,1,0,3,1,2,"after",2022-02-23
"4423",4423,0,1,0,0,0,0,0,0,2,0,"after",2022-02-23
"4424",4424,1,0,0,0,0,0,0,2,0,2,"after",2022-02-23
"4425",4425,0,0,0,1,0,2,0,0,2,0,"after",2022-02-23
"4426",4426,1,1,0,0,1,1,1,1,1,1,"after",2022-02-23
"4427",4427,0,0,0,0,0,0,0,0,0,0,"after",2022-02-23
"4428",4428,0,1,0,1,0,0,0,1,1,0,"after",2022-02-23
"4429",4429,1,0,0,0,0,0,0,3,1,2,"after",2022-02-23
"4430",4430,0,0,0,0,0,0,0,0,0,0,"after",2022-02-23
"4431",4431,0,1,0,1,2,0,0,3,0,4,"after",2022-02-23
"4432",4432,0,0,0,0,0,0,0,1,0,2,"after",2022-02-23
"4433",4433,0,0,0,1,0,0,0,2,0,2,"after",2022-02-23
"4434",4434,0,1,0,0,0,0,0,0,0,1,"after",2022-02-23
"4435",4435,0,1,0,1,0,2,0,1,3,4,"after",2022-02-23
"4436",4436,1,2,0,1,1,1,1,1,2,1,"after",2022-02-23
"4437",4437,0,0,0,0,0,1,0,0,1,0,"after",2022-02-23
"4438",4438,0,0,0,1,0,0,0,0,1,0,"after",2022-02-23
"4439",4439,0,0,0,0,0,0,0,0,0,2,"after",2022-02-23
"4440",4440,0,4,0,0,2,0,1,1,1,2,"after",2022-02-23
"4441",4441,0,1,0,1,1,1,1,1,1,2,"after",2022-02-23
"4442",4442,2,1,2,2,1,2,1,1,2,1,"after",2022-02-23
"4443",4443,0,0,0,0,0,0,0,0,0,0,"after",2022-02-22
"4444",4444,0,2,0,1,2,1,1,4,3,3,"after",2022-02-22
"4445",4445,0,0,0,0,0,0,0,0,0,0,"after",2022-02-22
"4446",4446,1,0,0,0,1,0,0,1,1,1,"after",2022-02-22
"4447",4447,0,0,0,0,0,0,0,0,0,0,"after",2022-02-22
"4448",4448,1,0,0,0,0,0,0,1,0,1,"after",2022-02-22
"4449",4449,5,0,3,4,0,4,0,0,5,0,"after",2022-02-22
"4450",4450,0,1,0,0,0,0,0,2,1,1,"after",2022-02-22
"4451",4451,0,0,0,0,0,0,0,1,0,1,"after",2022-02-22
"4452",4452,0,0,0,0,1,0,0,1,0,1,"after",2022-02-22
"4453",4453,1,1,1,1,1,1,2,0,1,2,"after",2022-02-22
"4454",4454,1,1,1,2,3,2,1,3,2,4,"after",2022-02-22
"4455",4455,1,0,0,1,0,1,0,1,1,1,"after",2022-02-22
"4456",4456,0,0,0,0,0,0,0,0,0,0,"after",2022-02-22
"4457",4457,1,2,0,1,3,0,2,4,3,5,"after",2022-02-22
"4458",4458,1,0,1,1,1,1,0,2,1,2,"after",2022-02-22
"4459",4459,0,0,0,0,0,0,0,0,0,0,"after",2022-02-22
"4460",4460,0,0,0,1,0,0,0,1,2,4,"after",2022-02-22
"4461",4461,1,0,0,1,0,1,0,1,1,2,"after",2022-02-22
"4462",4462,1,0,0,1,0,0,0,0,1,0,"after",2022-02-21
"4463",4463,1,1,1,0,0,1,0,0,1,0,"after",2022-02-21
"4464",4464,0,0,0,0,0,0,0,0,0,0,"after",2022-02-21
"4465",4465,0,0,0,0,0,0,0,0,0,0,"after",2022-02-21
"4466",4466,0,0,0,0,0,0,0,0,0,0,"after",2022-02-21
"4467",4467,0,1,0,0,1,0,0,2,0,2,"after",2022-02-21
"4468",4468,0,0,0,0,0,0,0,0,0,1,"after",2022-02-21
